,CIK,TokenCount,TotalProportion
10K/1000045-10-K-20200622.txt,1000045,298244.0,0.00019111868
10K/1000209-10-K-20200330.txt,1000209,794154.0,6.044168e-05
10K/1000228-10-K-20200220.txt,1000228,582000.0,8.075601e-05
10K/1000229-10-K-20200210.txt,1000229,499780.0,0.0
10K/1000230-10-K-20200127.txt,1000230,214438.0,0.0
10K/1000230-10-K-20201221.txt,1000230,234952.0,0.00057458546
10K/1000232-10-K-20200310.txt,1000232,692923.0,4.3294854e-06
10K/1000298-10-K-20200313.txt,1000298,637477.0,5.4903943e-05
10K/1000623-10-K-20200302.txt,1000623,556131.0,2.1577649e-05
10K/1000683-10-K-20200413.txt,1000683,96128.0,0.0006241678
10K/1000694-10-K-20200311.txt,1000694,249693.0,0.0019143508
10K/1000697-10-K-20200225.txt,1000697,618244.0,6.4699375e-06
10K/1000753-10-K-20200212.txt,1000753,257967.0,3.8764647e-06
10K/1001082-10-K-20200219.txt,1001082,709111.0,5.6408658e-06
10K/1001115-10-K-20201120.txt,1001115,401528.0,0.00014195772
10K/1001171-10-K-20200327.txt,1001171,513987.0,6.420396e-05
10K/100122-10-K-20200213.txt,100122,443364.0,2.255483e-06
10K/1001233-10-K-20200228.txt,1001233,331967.0,0.00010844452
10K/1001250-10-K-20200828.txt,1001250,798642.0,0.000329309
10K/1001316-10-K-20200302.txt,1001316,242199.0,2.8901854e-05
10K/1001385-10-K-20200303.txt,1001385,260914.0,1.5330723e-05
10K/1001463-10-K-20200626.txt,1001463,156715.0,0.0003190505
10K/1001601-10-K-20200330.txt,1001601,103827.0,0.00082830095
10K/1001614-10-K-20200330.txt,1001614,284415.0,3.515989e-05
10K/1001838-10-K-20200228.txt,1001838,631294.0,3.168096e-05
10K/1001902-10-K-20200212.txt,1001902,272638.0,7.3357346e-06
10K/1001907-10-K-20200908.txt,1001907,209354.0,0.00076903234
10K/1002047-10-K-20200615.txt,1002047,576025.0,0.00022221258
10K/1002135-10-K-20200618.txt,1002135,193640.0,0.00044928733
10K/1002517-10-K-20201119.txt,1002517,472624.0,0.0001354142
10K/1002590-10-K-20201207.txt,1002590,558690.0,0.00017362043
10K/1002638-10-K-20200806.txt,1002638,549132.0,0.00042066388
10K/1002910-10-K-20200228.txt,1002910,1156537.0,1.1240453e-05
10K/1003078-10-K-20201027.txt,1003078,525029.0,0.00020570292
10K/1003201-10-K-20200313.txt,1003201,456803.0,0.0
10K/1003410-10-K-20200225.txt,1003410,894753.0,1.1176268e-05
10K/1003509-10-K-20200325.txt,1003509,7136.0,0.0
10K/100378-10-K-20200826.txt,100378,362798.0,0.0004079405
10K/1003815-10-K-20200304.txt,1003815,6400.0,0.0
10K/1004036-10-K-20200219.txt,1004036,487620.0,0.0
10K/1004155-10-K-20200220.txt,1004155,2090634.0,9.566476e-07
10K/1004434-10-K-20200228.txt,1004434,407151.0,2.4560911e-06
10K/1004702-10-K-20200228.txt,1004702,627899.0,1.114829e-05
10K/1004724-10-K-20200327.txt,1004724,478842.0,0.00014618601
10K/10048-10-K-20201216.txt,10048,267825.0,0.00069074956
10K/100493-10-K-20201116.txt,100493,631959.0,0.00022153337
10K/1004980-10-K-20200218.txt,1004980,752929.0,3.9844394e-06
10K/1004989-10-K-20200414.txt,1004989,305319.0,0.00027839735
10K/1005011-10-K-20200211.txt,1005011,592287.0,0.00015870684
10K/1005101-10-K-20200928.txt,1005101,204960.0,0.00021467604
10K/100517-10-K-20200225.txt,100517,489483.0,0.0001225783
10K/1005201-10-K-20200310.txt,1005201,317639.0,6.296456e-06
10K/1005210-10-K-20201125.txt,1005210,493946.0,0.00010729918
10K/1005229-10-K-20200527.txt,1005229,461021.0,0.00012146952
10K/1005276-10-K-20201229.txt,1005276,260947.0,0.0007396138
10K/1005284-10-K-20200220.txt,1005284,434095.0,4.1465577e-05
10K/1005286-10-K-20200814.txt,1005286,403663.0,0.00029232306
10K/1005409-10-K-20200312.txt,1005409,469083.0,2.131819e-06
10K/1005731-10-K-20201014.txt,1005731,226409.0,0.00024292321
10K/1005757-10-K-20200221.txt,1005757,495078.0,4.0397676e-06
10K/1005817-10-K-20200302.txt,1005817,911982.0,0.0
10K/100591-10-K-20200414.txt,100591,294915.0,0.00028143704
10K/1006028-10-K-20201008.txt,1006028,82833.0,0.0011831033
10K/1006045-10-K-20200313.txt,1006045,260815.0,3.0673084e-05
10K/1006269-10-K-20200312.txt,1006269,367393.0,1.6331285e-05
10K/1006281-10-K-20200312.txt,1006281,242443.0,4.1246807e-05
10K/1006655-10-K-20200910.txt,1006655,356034.0,0.0002190802
10K/1006830-10-K-20200923.txt,1006830,386676.0,0.00019654699
10K/1006837-10-K-20200316.txt,1006837,1115920.0,2.329916e-05
10K/1006840-10-K-20201013.txt,1006840,103211.0,1.937778e-05
10K/1007019-10-K-20200129.txt,1007019,80596.0,1.2407564e-05
10K/100716-10-K-20200330.txt,100716,138316.0,0.0002313543
10K/100726-10-K-20200826.txt,100726,560724.0,0.00050470466
10K/1007273-10-K-20200306.txt,1007273,388036.0,2.5770805e-06
10K/1007330-10-K-20200312.txt,1007330,350011.0,3.714169e-05
10K/1007587-10-K-20200228.txt,1007587,301608.0,5.9680115e-05
10K/100790-10-K-20200207.txt,100790,291873.0,1.7130738e-05
10K/100826-10-K-20200228.txt,100826,1156537.0,1.1240453e-05
